1,8,1,0.518039
1,8,2,0.614982
1,8,3,0.610300
1,8,4,0.635087
1,8,5,0.659873
1,8,6,0.636188
1,8,7,0.662627
1,8,8,0.652162
1,8,9,0.662352
1,8,10,0.673093
1,8,11,0.651611
1,8,12,0.677499
1,8,13,0.673644
1,8,14,0.669788
1,8,15,0.677224
2,8,1,0.548334
2,8,2,0.606995
2,8,3,0.623244
2,8,4,0.616910
2,8,5,0.661250
2,8,6,0.625448
2,8,7,0.659047
2,8,8,0.652162
2,8,9,0.662627
2,8,10,0.656568
2,8,11,0.668962
2,8,12,0.663729
2,8,13,0.675021
2,8,14,0.690168
2,8,15,0.662903
3,8,1,0.534288
3,8,2,0.612228
3,8,3,0.649959
3,8,4,0.642247
3,8,5,0.623520
3,8,6,0.651887
3,8,7,0.646654
3,8,8,0.672542
3,8,9,0.652988
3,8,10,0.652713
3,8,11,0.680804
3,8,12,0.663454
3,8,13,0.686312
3,8,14,0.674745
3,8,15,0.667034
4,8,1,0.537042
4,8,2,0.607271
4,8,3,0.626274
4,8,4,0.637841
4,8,5,0.649132
4,8,6,0.627100
4,8,7,0.647205
4,8,8,0.657119
4,8,9,0.651060
4,8,10,0.670339
4,8,11,0.668411
4,8,12,0.666758
4,8,13,0.665932
4,8,14,0.672267
4,8,15,0.686312
5,8,1,0.555219
5,8,2,0.596254
5,8,3,0.614707
5,8,4,0.649959
5,8,5,0.642798
5,8,6,0.637015
5,8,7,0.661526
5,8,8,0.659873
5,8,9,0.659323
5,8,10,0.647205
5,8,11,0.678876
5,8,12,0.672267
5,8,13,0.671440
5,8,14,0.663454
5,8,15,0.696502
6,8,1,0.548334
6,8,2,0.567612
6,8,3,0.639218
6,8,4,0.644726
6,8,5,0.633710
6,8,6,0.644726
6,8,7,0.648306
6,8,8,0.674745
6,8,9,0.661801
6,8,10,0.657395
6,8,11,0.666483
6,8,12,0.662077
6,8,13,0.673368
6,8,14,0.673919
6,8,15,0.676673
7,8,1,0.531809
7,8,2,0.598733
7,8,3,0.627375
7,8,4,0.640870
7,8,5,0.637290
7,8,6,0.643349
7,8,7,0.652162
7,8,8,0.667034
7,8,9,0.640319
7,8,10,0.664004
7,8,11,0.672267
7,8,12,0.665106
7,8,13,0.666483
7,8,14,0.688516
7,8,15,0.680529
8,8,1,0.500413
8,8,2,0.613605
8,8,3,0.618012
8,8,4,0.641972
8,8,5,0.647755
8,8,6,0.653264
8,8,7,0.642523
8,8,8,0.649132
8,8,9,0.649132
8,8,10,0.658496
8,8,11,0.673919
8,8,12,0.681906
8,8,13,0.650509
8,8,14,0.685762
8,8,15,0.671991
9,8,1,0.506747
9,8,2,0.608923
9,8,3,0.626825
9,8,4,0.619113
9,8,5,0.648582
9,8,6,0.649408
9,8,7,0.656844
9,8,8,0.668136
9,8,9,0.646103
9,8,10,0.657670
9,8,11,0.675296
9,8,12,0.662352
9,8,13,0.676122
9,8,14,0.673093
9,8,15,0.670339
10,8,1,0.565960
10,8,2,0.592674
10,8,3,0.644451
10,8,4,0.635638
10,8,5,0.630129
10,8,6,0.645828
10,8,7,0.666483
10,8,8,0.650234
10,8,9,0.655191
10,8,10,0.660700
10,8,11,0.660424
10,8,12,0.677224
10,8,13,0.673644
10,8,14,0.671716
10,8,15,0.690443
