1,8,1,0.940517
1,8,2,0.799392
1,8,3,0.805713
1,8,4,0.771304
1,8,5,0.740831
1,8,6,0.756044
1,8,7,0.722357
1,8,8,0.749864
1,8,9,0.717784
1,8,10,0.709171
1,8,11,0.729128
1,8,12,0.700864
1,8,13,0.703961
1,8,14,0.705269
1,8,15,0.694639
2,8,1,0.894604
2,8,2,0.834884
2,8,3,0.779221
2,8,4,0.788896
2,8,5,0.740611
2,8,6,0.773600
2,8,7,0.730278
2,8,8,0.743493
2,8,9,0.720096
2,8,10,0.738245
2,8,11,0.717089
2,8,12,0.703583
2,8,13,0.703170
2,8,14,0.679860
2,8,15,0.716449
3,8,1,0.910999
3,8,2,0.827287
3,8,3,0.748269
3,8,4,0.777570
3,8,5,0.785864
3,8,6,0.738244
3,8,7,0.753293
3,8,8,0.719691
3,8,9,0.720470
3,8,10,0.744886
3,8,11,0.694937
3,8,12,0.705641
3,8,13,0.688969
3,8,14,0.693865
3,8,15,0.699563
4,8,1,0.920230
4,8,2,0.820407
4,8,3,0.794726
4,8,4,0.756494
4,8,5,0.766234
4,8,6,0.761658
4,8,7,0.735502
4,8,8,0.736447
4,8,9,0.740357
4,8,10,0.708137
4,8,11,0.699579
4,8,12,0.710043
4,8,13,0.705375
4,8,14,0.693046
4,8,15,0.688189
5,8,1,0.890428
5,8,2,0.861321
5,8,3,0.792139
5,8,4,0.748440
5,8,5,0.766336
5,8,6,0.761925
5,8,7,0.724210
5,8,8,0.744000
5,8,9,0.727323
5,8,10,0.726772
5,8,11,0.706566
5,8,12,0.699780
5,8,13,0.703813
5,8,14,0.717604
5,8,15,0.668508
6,8,1,0.893074
6,8,2,0.885082
6,8,3,0.770490
6,8,4,0.772037
6,8,5,0.772755
6,8,6,0.739275
6,8,7,0.741247
6,8,8,0.711835
6,8,9,0.731599
6,8,10,0.720363
6,8,11,0.719187
6,8,12,0.703535
6,8,13,0.689482
6,8,14,0.692576
6,8,15,0.700487
7,8,1,0.913877
7,8,2,0.829498
7,8,3,0.781779
7,8,4,0.765281
7,8,5,0.769361
7,8,6,0.745992
7,8,7,0.753268
7,8,8,0.716030
7,8,9,0.758927
7,8,10,0.709854
7,8,11,0.709240
7,8,12,0.706795
7,8,13,0.707887
7,8,14,0.684595
7,8,15,0.689808
8,8,1,0.948585
8,8,2,0.808974
8,8,3,0.787660
8,8,4,0.775263
8,8,5,0.749652
8,8,6,0.747561
8,8,7,0.766361
8,8,8,0.729141
8,8,9,0.730125
8,8,10,0.718340
8,8,11,0.708944
8,8,12,0.688663
8,8,13,0.743375
8,8,14,0.691176
8,8,15,0.691906
9,8,1,0.942788
9,8,2,0.807982
9,8,3,0.782453
9,8,4,0.790473
9,8,5,0.744925
9,8,6,0.754110
9,8,7,0.740539
9,8,8,0.716319
9,8,9,0.736363
9,8,10,0.726979
9,8,11,0.698596
9,8,12,0.718130
9,8,13,0.714709
9,8,14,0.688584
9,8,15,0.701655
10,8,1,0.887227
10,8,2,0.865931
10,8,3,0.752940
10,8,4,0.783909
10,8,5,0.770225
10,8,6,0.749051
10,8,7,0.737186
10,8,8,0.728149
10,8,9,0.735958
10,8,10,0.717458
10,8,11,0.716395
10,8,12,0.702201
10,8,13,0.701088
10,8,14,0.710307
10,8,15,0.673366
