1,0.543335
2,0.561267
3,0.581590
4,0.588763
5,0.596533
6,0.601315
7,0.615063
8,0.622235
9,0.634190
10,0.638972
11,0.649133
12,0.652122
13,0.655708
14,0.661088
15,0.671249
16,0.670054
17,0.673640
18,0.683802
19,0.681411
20,0.688583
