1,8,1,0.978136
1,8,2,0.804380
1,8,3,0.800078
1,8,4,0.758132
1,8,5,0.711981
1,8,6,0.726456
1,8,7,0.705198
1,8,8,0.706885
1,8,9,0.682703
1,8,10,0.678164
1,8,11,0.679768
1,8,12,0.657262
1,8,13,0.703135
1,8,14,0.676626
1,8,15,0.655501
2,8,1,0.981154
2,8,2,0.856012
2,8,3,0.755676
2,8,4,0.758830
2,8,5,0.731064
2,8,6,0.705038
2,8,7,0.694321
2,8,8,0.746856
2,8,9,0.688360
2,8,10,0.669997
2,8,11,0.666730
2,8,12,0.664892
2,8,13,0.678056
2,8,14,0.653482
2,8,15,0.643536
3,8,1,0.981080
3,8,2,0.871573
3,8,3,0.747185
3,8,4,0.776748
3,8,5,0.732441
3,8,6,0.720288
3,8,7,0.719667
3,8,8,0.703778
3,8,9,0.671293
3,8,10,0.668701
3,8,11,0.674687
3,8,12,0.669264
3,8,13,0.664374
3,8,14,0.697964
3,8,15,0.682152
4,8,1,0.979906
4,8,2,0.857748
4,8,3,0.762430
4,8,4,0.755395
4,8,5,0.696456
4,8,6,0.737083
4,8,7,0.704166
4,8,8,0.675887
4,8,9,0.710526
4,8,10,0.709308
4,8,11,0.673362
4,8,12,0.667870
4,8,13,0.678911
4,8,14,0.678819
4,8,15,0.713602
5,8,1,0.977538
5,8,2,0.824020
5,8,3,0.800169
5,8,4,0.716666
5,8,5,0.702141
5,8,6,0.734124
5,8,7,0.681935
5,8,8,0.739773
5,8,9,0.671665
5,8,10,0.704089
5,8,11,0.684282
5,8,12,0.672982
5,8,13,0.675369
5,8,14,0.663416
5,8,15,0.676840
6,8,1,0.979328
6,8,2,0.846272
6,8,3,0.788433
6,8,4,0.749666
6,8,5,0.780288
6,8,6,0.701322
6,8,7,0.724380
6,8,8,0.686386
6,8,9,0.687844
6,8,10,0.676250
6,8,11,0.673626
6,8,12,0.701620
6,8,13,0.664047
6,8,14,0.646168
6,8,15,0.655978
7,8,1,0.980658
7,8,2,0.868816
7,8,3,0.751128
7,8,4,0.745365
7,8,5,0.740690
7,8,6,0.703785
7,8,7,0.748637
7,8,8,0.686374
7,8,9,0.691147
7,8,10,0.687708
7,8,11,0.677298
7,8,12,0.665889
7,8,13,0.681892
7,8,14,0.667751
7,8,15,0.648305
8,8,1,0.980152
8,8,2,0.844698
8,8,3,0.758354
8,8,4,0.751270
8,8,5,0.750850
8,8,6,0.741073
8,8,7,0.728630
8,8,8,0.674842
8,8,9,0.706968
8,8,10,0.658459
8,8,11,0.701828
8,8,12,0.659406
8,8,13,0.652355
8,8,14,0.653426
8,8,15,0.682702
9,8,1,0.979251
9,8,2,0.822645
9,8,3,0.749619
9,8,4,0.776869
9,8,5,0.706763
9,8,6,0.728292
9,8,7,0.699086
9,8,8,0.720292
9,8,9,0.687868
9,8,10,0.667925
9,8,11,0.701556
9,8,12,0.665456
9,8,13,0.676817
9,8,14,0.660317
9,8,15,0.653571
10,8,1,0.982739
10,8,2,0.827687
10,8,3,0.779487
10,8,4,0.785775
10,8,5,0.723268
10,8,6,0.709802
10,8,7,0.742841
10,8,8,0.691165
10,8,9,0.686282
10,8,10,0.684716
10,8,11,0.667692
10,8,12,0.671615
10,8,13,0.662327
10,8,14,0.663865
10,8,15,0.664284
