1,8,1,0.521895
1,8,2,0.648031
1,8,3,0.637015
1,8,4,0.643074
1,8,5,0.679152
1,8,6,0.665381
1,8,7,0.675021
1,8,8,0.686037
1,8,9,0.699532
1,8,10,0.694024
1,8,11,0.696502
1,8,12,0.707243
1,8,13,0.683834
1,8,14,0.703663
1,8,15,0.705040
2,8,1,0.521344
2,8,2,0.617185
2,8,3,0.652437
2,8,4,0.650234
2,8,5,0.654641
2,8,6,0.684384
2,8,7,0.686037
2,8,8,0.655467
2,8,9,0.688791
2,8,10,0.701735
2,8,11,0.702010
2,8,12,0.700909
2,8,13,0.692371
2,8,14,0.710273
2,8,15,0.716332
3,8,1,0.527403
3,8,2,0.611402
3,8,3,0.662627
3,8,4,0.640595
3,8,5,0.653264
3,8,6,0.671440
3,8,7,0.668411
3,8,8,0.675296
3,8,9,0.697604
3,8,10,0.700909
3,8,11,0.704765
3,8,12,0.702010
3,8,13,0.706692
3,8,14,0.673093
3,8,15,0.708345
4,8,1,0.521895
4,8,2,0.607546
4,8,3,0.654090
4,8,4,0.650509
4,8,5,0.686863
4,8,6,0.657670
4,8,7,0.681355
4,8,8,0.700358
4,8,9,0.670614
4,8,10,0.679427
4,8,11,0.692371
4,8,12,0.702010
4,8,13,0.693748
4,8,14,0.702837
4,8,15,0.667309
5,8,1,0.519692
5,8,2,0.644726
5,8,3,0.628202
5,8,4,0.675021
5,8,5,0.682732
5,8,6,0.668136
5,8,7,0.682181
5,8,8,0.662077
5,8,9,0.698430
5,8,10,0.678050
5,8,11,0.697053
5,8,12,0.696778
5,8,13,0.697053
5,8,14,0.698430
5,8,15,0.702010
6,8,1,0.522996
6,8,2,0.617185
6,8,3,0.632057
6,8,4,0.657945
6,8,5,0.638942
6,8,6,0.688516
6,8,7,0.672267
6,8,8,0.693748
6,8,9,0.691270
6,8,10,0.702010
6,8,11,0.702561
6,8,12,0.688240
6,8,13,0.706968
6,8,14,0.709722
6,8,15,0.702010
7,8,1,0.531534
7,8,2,0.599009
7,8,3,0.665381
7,8,4,0.650785
7,8,5,0.657945
7,8,6,0.680253
7,8,7,0.645001
7,8,8,0.689617
7,8,9,0.687689
7,8,10,0.688791
7,8,11,0.688516
7,8,12,0.694024
7,8,13,0.688791
7,8,14,0.703387
7,8,15,0.713302
8,8,1,0.523547
8,8,2,0.620215
8,8,3,0.660700
8,8,4,0.648306
8,8,5,0.644726
8,8,6,0.662903
8,8,7,0.662077
8,8,8,0.693197
8,8,9,0.677224
8,8,10,0.706417
8,8,11,0.681630
8,8,12,0.710823
8,8,13,0.711650
8,8,14,0.708896
8,8,15,0.690443
9,8,1,0.521619
9,8,2,0.640319
9,8,3,0.657119
9,8,4,0.640595
9,8,5,0.679703
9,8,6,0.669513
9,8,7,0.681630
9,8,8,0.662903
9,8,9,0.700909
9,8,10,0.698430
9,8,11,0.680804
9,8,12,0.705040
9,8,13,0.699807
9,8,14,0.714404
9,8,15,0.714679
10,8,1,0.511705
10,8,2,0.627926
10,8,3,0.640595
10,8,4,0.630956
10,8,5,0.674194
10,8,6,0.672817
10,8,7,0.662352
10,8,8,0.686312
10,8,9,0.694299
10,8,10,0.694850
10,8,11,0.702561
10,8,12,0.689617
10,8,13,0.704214
10,8,14,0.711650
10,8,15,0.709446
