1,2,1,0.389063
1,2,2,0.503734
2,2,1,0.384727
2,2,2,0.501566
3,2,1,0.388340
3,2,2,0.502530
4,2,1,0.386413
4,2,2,0.502289
5,2,1,0.388581
5,2,2,0.502289
6,2,1,0.387858
6,2,2,0.505902
7,2,1,0.383763
7,2,2,0.503975
8,2,1,0.386413
8,2,2,0.502289
